CONFERENCE_EVENT,"Coney Island is calling!
Spend the Summer working at Luna Park in Coney Island!
Come to the Luna Park Job Fair
Friday, February 26th 10am ‰ÛÒ 6pm
B&B Carousell
Located on the Boardwalk between Kensington Walk and the Parachute Jump.
Visit our Employment page for a list of current opportunities:
LunaParkNYC.com/about/employment
*Please note that all candidates must be 18 years of age or older,
and must bring an updated copy of their resume in order to be interviewed.*
For more information, contact us at 718-373-5862 or Info@LunaParkNYC.com",1,CONFERENCE_EVENT

MOVIE_EVENT,"Best International Film nominee - Film Independent Spirit Awards

ABOUT
SÌ«nia Braga (KISS OF THE SPIDER WOMAN) gives a tour-de-force performance in Cannes Film Festival Palme d'Or nominee AQUARIUS. With an impeccable 94% rating on Rotten Tomatoes and critic predictions of an Oscar nomination, it follows Clara (Braga), who has vowed not to leave her quickly gentrifying home in Recife, Brazil, until her death. Her steadfastness brings about a mysterious confrontation, tingeing even Clara's most familiar routines with the tension of a thriller. AQUARIUS is an official selection of the 2016 New York and Toronto International Film Festivals.",1,MOVIE_EVENT

MOVIE_EVENT,"Q&A Sunday 12/11 following the 11:00am show with Producer Nick Cafritz  

ABOUT
On Christmas Eve 1994, a washed out camera store manager must finally confront his fears when an unexpected young employee is forced upon him by his vindictive boss.",1,MOVIE_EVENT

MOVIE_EVENT,"Q&As Friday 12/9 and Saturday 12/10 following the 7pm shows - 
12/9 - Director Ian Olds, Co-Writer Paul Felten and Actor Dominic Rains in attendance
12/10 - Director Ian Olds and Co-Writer Paul Felten in attendance

ABOUT
After being exiled from Afghanistan, a former war journalist settles in a small town in rural Northern California and takes a job with a local newspaper. But when he attempts to cover local crime, he stumbles into local corruption that puts himself and others in danger.",1,MOVIE_EVENT

MOVIE_EVENT,"Q&A with Filmmaker Matthew Ross Friday 12/9 following the 7:55pm show

ABOUT
Set in Las Vegas and Paris, FRANK AND LOLA is a psychosexual noir thriller about love and sex, obsession and betrayal, revenge and redemption. Matthew Ross‰Ûªs debut feature stars Michael Shannon as Frank, an up-and-coming chef, and Imogen Poots as Lola, an aspiring fashion designer. Frank and Lola meet and soon fall hard and fast for one another. Their affair is sudden, passionate, and seems to be everything Frank has always wanted. But their idyllic love proves to be short-lived when a man from Lola‰Ûªs murky past turns up on the scene, and pushes Frank into a downward spiral of jealousy, and to the brink of self-destruction.",1,MOVIE_EVENT

MOVIE_EVENT,"From acclaimed writer/director Tom Ford comes a haunting romantic thriller of shocking intimacy and gripping tension. NOCTURNAL ANIMALS explores the thin lines between love and cruelty, and revenge and redemption, as a divorced couple (Academy Award nominees Amy Adams and Jake Gyllenhaal) discovers dark truths about each other and themselves.",1,MOVIE_EVENT

MOVIE_EVENT,"In OFFICE CHRISTMAS PARTY, when the CEO (Jennifer Aniston) tries to close her hard-partying brother's branch, he (T.J. Miller) and his Chief Technical Officer (Jason Bateman) must rally their co-workers and host an epic office Christmas party in an effort to impress a potential client and close a sale that will save their jobs. The latest comedy from directors Josh Gordon and Will Speck (BLADES OF GLORY) co-stars Kate McKinnon, Olivia Munn, Jillian Bell, Rob Corddry, Vanessa Bayer, Randall Park, Sam Richardson, Jamie Chung, and Courtney B. Vance in the funniest movie of the holiday season.",1,MOVIE_EVENT

MOVIE_EVENT,"After being exiled from Afghanistan, a former war journalist settles in a small town in rural Northern California and takes a job with a local newspaper. But when he attempts to cover local crime, he stumbles into local corruption that puts himself and others in danger.",1,MOVIE_EVENT

MOVIE_EVENT,"NYC's premiere drag queen Hedda Lettuce presents VALLEY OF THE DOLLS, an interactive event the likes of Rocky Horror meets Mystery Science Theater with barbed wit. With comedy, commentary, and underscored by pianist Rachel Kaufman, Hedda highlights the highs, lows, and absurdities of the cinematic take on the 1960s bestseller chronicling the ups and downs of three yong women in show business, as they become consumed by fame, booze, men and pills. Well-bred Anne Welles (Barbara Parkins), Broadway star Helen Lawson (Susan Hayward) and up-and-coming performer Neely O'Hara (Patty Duke) propel their careers, but as the pressures of fame and failed romance take their toll on all three women, they take refuge in food, sex, liquor, and pills -- especially Neely, who becomes downright monstrous thanks to the titular ""dolls"" -- the uppers and downers to which she becomes hopelessly addicted.",1,MOVIE_EVENT

MOVIE_EVENT,"Set in 1860 Saint Petersburg, THE DUELIST revolves around mercenary Yakovlev, who was predicted to be invincible. He wins duel after duel, wounding or killing noble opponents. Many of Yakovlev‰Ûªs duels are secretly arranged by Count Beklemishev, a shadowy puppet master with a grudge and designs on Princess Martha Tuchkova whose brother Prince Tuchkov is Yakovlev's next scheduled duel. When attraction stirs between him and the pretty blond princess, problems arise, especially since, Yakovlev has an agenda of his own.",1,MOVIE_EVENT

MOVIE_EVENT,"Sweet but lonely Seth (Dominic Monaghan) spends his days working in an animal shelter. In a hopeless daze, he has a chance encounter with beautiful young waitress Holly (Ksenia Solo) who awakens something within him. Obsessed, he tries everything to win her over. Time and again, she rejects him, leading him to steal her journal and make a plan: to kidnap Holly. After Seth takes Holly, she wakes up in a cage beneath the animal shelter, treated like the dogs living above her. As Seth‰Ûªs lies begin to catch up to him, Holly toys with his emotions and his certainty of the situation falls apart. His dishonesty and obsession threaten to trap Seth between the pressures of love, murder, and control. A bloody psychological battle begins where the line between prey and predator, victim and criminal blurs, leaving a deadly trail along the way.",1,MOVIE_EVENT

MOVIE_EVENT,"Q&As opening weekend - 
Friday 11/25 following the 7:55pm show with Director Sophia Takal and star Mackenzie Davis 
Saturday 11/26 following the 7:55pm show with Director Sophia Takal and stars Mackenzie Davis and Caitlin Fitzgerald
Sunday 11/27 following the 3:10pm show with Director Sophia Takal and star Mackenzie Davis 

ABOUT
Two friends, both actresses (Halt and Catch Fire‰ÛªsMackenzie Davis and Masters of Sex‰Ûªs Caitlin FitzGerald), leave Los Angeles for Big Sur embarking on a weekend getaway to reconnect. Once alone, however, the two women's suppressed jealousies and deep-seated resentments bubble to the surface, causing them to lose grasp not just of the truenature of their relationship, but also of their own identities.",1,MOVIE_EVENT

MOVIE_EVENT,"Academy Award winner Robert Zemeckis' ALLIED follows intelligence officer Max Vatan (Brad Pitt) in 1942 North Africa, as he encounters French Resistance fighter Marianne Beausejour (Marion Cotillard) on a deadly mission behind enemy lines. Reunited in London, their relationship is threatened by the extreme pressure of the war.",1,MOVIE_EVENT

MOVIE_EVENT,"From the Academy Award winning filmmakers of REDS and HEAVEN CAN WAIT comes RULES DON'T APPLY, set in 1958 Hollywood, following small town Baptist beauty queen Marla (Lily Collins), who arrives in LA and swept up in a whole new life when she is contracted by the infamous billionaire Howard Hughes (Warren Beatty). At the airport, Marla meets her driver Frank (Alden Ehrenreich), and their instant attraction defies Hughes‰Ûª #1 rule: no employee is allowed to have any relationship whatsoever with a contract actress. Hughes‰Ûª behavior intersects with Marla and Frank in very separate and unexpected ways, and as they are drawn deeper into his bizarre world, their values are challenged and their lives are changed. RULES DON'T APPLY features an all star cast including Annette Benning, Matthew Broderick, Alec Baldwin, Haley Bennett, Candice Bergen, Steve Coogan, Ed Harris, Megan Hilty and Martin Sheen.",1,MOVIE_EVENT

MOVIE_EVENT,"Deemed by Rolling Stone as ""a masterpiece,"" Barry Jenkins' MOONLIGHT is being positioned as this year's indie-breakout and a major awards season contender, with resounding critical acclaim and a 100% fresh rating on Rotten Tomatoes, following premieres at the 2016 Toronto and New York Film Festivals. Set amid the height of Miami's War on Drugs, this tender, heartbreaking story follows one man across three defining chapters in his life as he wrestles with the beauty and pain of falling in love, while grappling with his sexuality. Anchored by astonishing performances from Mahershala Ali (HOUSE OF CARDS), Naomie Harris (SKYFALL), and Grammy nominee Janelle MonÌÁe, MOONLIGHT is a groundbreaking exploration of masculinity and life's defining moments.",1,MOVIE_EVENT

MOVIE_EVENT,"Based on the acclaimed book History on Trial: My Day in Court with a Holocaust Denier, DENIAL recounts Deborah E. Lipstadt's (Academy Award winner Rachel Weisz) legal battle for historical truth against David Irving (Cannes Award winner Timothy Spall), who accused her of libel when she declared him a Holocaust denier. In the English legal system, the burden of proof is on the accused, therefore it was up to Lipstadt and her legal team to prove the essential truth that the Holocaust occurred.",1,MOVIE_EVENT

MOVIE_EVENT,"Magnus is the incredible story of a boy, who went from being bullied by his classmates to become the World Chess Champion. For a decade the filmmakers have captured the decisive moments of Magnus Carlsen‰Ûªs life, one of the world‰Ûªs most intelligent people, and achieved over 500 hours of footage. 
In 2004, when Magnus was 13 years old he made a decision: He would become the World Chess Champion. The coming of age story unfolds as we follow the prodigy battling his way through the ranks of chess, with personal sacrifices, special friendships and a caring family. MAGNUS is a character driven drama that is bound to engage the non-chess players, as well as the over 600 million people who play chess all over the world.",1,MOVIE_EVENT

MOVIE_EVENT,"Based on the international best selling book, A STREET CAT NAMED BOB is the true, uplifting story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.",1,MOVIE_EVENT

MOVIE_EVENT,"SÌ«nia Braga (KISS OF THE SPIDER WOMAN) gives a tour-de-force performance in Cannes Film Festival Palme d'Or nominee AQUARIUS. With an impeccable 94% rating on Rotten Tomatoes and critic predictions of an Oscar nomination, it follows Clara (Braga), who has vowed not to leave her quickly gentrifying home in Recife, Brazil, until her death. Her steadfastness brings about a mysterious confrontation, tingeing even Clara's most familiar routines with the tension of a thriller. AQUARIUS is an official selection of the 2016 New York and Toronto International Film Festivals.",1,MOVIE_EVENT

FITNESS,USA's first Switch Playground is coming to NYC to change the game. Download the Switch Playground USA APP and get your first class FREE. Come Play!,0,FITNESS

BOOK_EVENT,"Join us for an exclusive event on men's skincare and grooming at the Kiehl's in Dillard's with Kiehl's President, Chris Salgardo!
There will be a signing for Chris' book, Manmade, complimentary refreshments, hot towel shaves and MORE. Plus, when you shop Kiehl's during the event, you will receive 4 travel-ready samples with purchases of $85+ and a full size Grapefruit Hand & Body Lotion with purchases over $125. See you there!",1,BOOK_EVENT

SHOPPING,"We're opening up shop in Austin, TX at Domain NORTHSIDE! Join us as we celebrate our opening at 6PM and come meet our Kiehl's President, Chris Salgardo. Don't miss out!

IN STORE ACTIVITIES -
‰Û¢	Shop for a cause! We are supporting local charity, Dell Children's Medical Center Foundation 
‰Û¢	Enjoy complimentary refreshments
‰Û¢	Receive healthy skin consultations and more!
‰Û¢	Come meet Rank & Style's Jamie Chandlee, Beth Newill, and Dalton Young! 
‰Û¢	Meet & greet with By, Hilary Rose

Click ‰Û÷Going‰Ûª to be the first one to know of any updates! Invite a Texan friend and spread the word.",0,SHOPPING

FUNDRAISER,"Hey, Los Angeles! Maintaining our mission of philanthropy, Kiehl‰Ûªs Since 1851 is honoring Ovarian Cancer Awareness Month this September to support the Ovarian Cancer Research Fund Alliance. To further raise awareness and funds, Kiehl‰Ûªs will donate $25,000 for the cause! 

Join us as we ride through Los Angeles this September to support the Ovarian Cancer Research Fund Alliance, raise funds, and make noise around the cause!

MEET US AT OUR STORE STOPS -  

WEDNESDAY, SEPTEMBER 21
‰Û¢	Kiehl‰Ûªs Sherman Oaks, Westfield Fashion Square, 14006 Riverside Dr., Sherman Oaks, CA 91423, 11:00AM-12:00PM
‰Û¢	Kiehl‰Ûªs Santa Anita, Westfield Santa Anita, 400 Baldwin Ave., Arcadia, CA 91007, 2:00PM-3:00PM
‰Û¢	Kiehl‰Ûªs Victoria Gardens, Victoria Gardens, 12505 N Main St. #200, Rancho Cucamonga, CA 91739, 4:30PM-5:30PM

THURSDAY, SEPTEMBER 22 
‰Û¢	Kiehl‰Ûªs Robertson, 106 N Robertson Blvd., Los Angeles, CA 90048, 4:00PM-5:00PM 

IN STORE ACTIVITIES ‰ÛÒ 
‰Û¢	Gift card line-up! We‰Ûªll be giving away gift cards to the first in line at each store stop. Come early for a chance to win!
‰Û¢	Meet and greet the celebrity riders and special VIP guests
‰Û¢	Enjoy complimentary mini facials on us

Hosts/Riders include:  
‰Û¢         Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢         Audra Moran, Ovarian Cancer Research Fund Alliance OCRFA President & CEO
‰Û¢         Gilles Marini, Gilles Marini Official, Actor (Teen Wolf; Sex and the City; runner-up of Dancing  with the Stars)
‰Û¢         Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢         Luke Wessman, Luke Wessman, Tattoo Artist (Miami Ink, NY Ink)
‰Û¢         Scott Patterson, Actor (Gilmore Girls, The Event) 

Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRideOCRFA updates!",1,FUNDRAISER

SHOPPING,"We're opening up shop at the Westfield World Trade Center in New York City! Join us as we open our doors at 12PM noon and celebrate our ribbon cutting with Kiehl's President, Chris Salgardo. Don't miss out on our door busters!

IN STORE ACTIVITIES -
‰Û¢	First 50 customers in line will receive mystery gift cards with values worth up to $500!
‰Û¢	Receive a complimentary Ultra Facial Cream ($15 value) with any purchase, while supplies last
‰Û¢	Enjoy complimentary refreshments and mini-cupcakes, by Sprinkles Cupcakes
‰Û¢	Receive healthy skin consultations and more!

Click ‰Û÷Going‰Ûª to be the first one to know of any updates! Invite a New Yorker friend and spread the word.",0,SHOPPING

FUNDRAISER,"Join us for our 7th Annual Kiehl‰Ûªs LifeRide for amfAR! On Friday August 12th at 1:30 PM, during our 11-day motorcycle journey to raise funds and awareness for HIV/AIDS research and we want YOU to be a part of the ride.

We‰Ûªre excited to announce that Chef Christine Hazel, from Hell's Kitchen, will be our guest host! Stop by for pictures and join us on the journey to find a cure.

IN STORE ACTIVITIES - 

Stop by our store for a chance to: 
‰Û¢ Meet and greet the celebrity riders and special VIP guests
‰Û¢ Receive complimentary mini facials and hand massages
‰Û¢ Enjoy 15% off your Kiehl‰Ûªs purchase in support of amfAR
‰Û¢ Shop our Limited Edition Ultimate Strength Hand Salve and 100% of net profits up to $25,000 will benefit amfAR to help fight HIV/AIDS!

Hosts/Riders include: 
‰Û¢ Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢ Kevin Frost, amfAR CEO
‰Û¢ Ben Cohen, Ben Cohen, Activist and former pro rugby player 
‰Û¢ Gilles Marini, Gilles Marini Official, Actor (Teen Wolf; Sex and the City; runner-up of Dancing with the Stars)
‰Û¢ Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢ Luke Wessman, Luke Wessman , Tattoo Artist (Miami Ink, NY Ink)
‰Û¢ Scott Patterson, Actor (Gilmore Girls, The Event) 

Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRide7 updates!

To learn more: http://bit.ly/KiehlsLifeRide7",1,FUNDRAISER

FUNDRAISER,"Join us on our 7th Annual Kiehl‰Ûªs LifeRide for amfAR! On Friday August 12, at 12:15 PM, during our 11-day motorcycle journey to raise funds and awareness for HIV/AIDS research and we want YOU to be a part of the ride.

IN STORE ACTIVITIES - 

Stop by our store for a chance to: 
‰Û¢ Meet and greet the celebrity riders and special VIP guests
‰Û¢ Receive complimentary mini facials and hand massages
‰Û¢ Enjoy 15% off your Kiehl‰Ûªs purchase in support of amfAR
‰Û¢ Shop our Limited Edition Ultimate Strength Hand Salve and 100% of net profits up to $25,000 will benefit amfAR to help fight HIV/AIDS!

Hosts/Riders include: 
‰Û¢ Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢ Kevin Frost, amfAR CEO
‰Û¢ Ben Cohen, Ben Cohen , Activist and former pro rugby player 
‰Û¢ Gilles Marini, Gilles Marini Official, Actor (Teen Wolf; Sex and the City; runner-up of Dancing with the Stars)
‰Û¢ Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢ Luke Wessman, Luke Wessman, Tattoo Artist (Miami Ink, NY Ink)
‰Û¢ Scott Patterson, Actor (Gilmore Girls, The Event) 

Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRide7 updates!

To learn more: http://bit.ly/KiehlsLifeRide7",1,FUNDRAISER

FUNDRAISER,"In celebration of the 7th annual Kiehl‰Ûªs LifeRide for amfAR, we‰Ûªre arriving in Burlington for a special event at the Kiehl‰Ûªs store in the Burlington Mall!

Come by our store for meet & greets with the riders and VIP guests and receive complimentary skincare treatments.

IN STORE ACTIVITIES -  

Stop by our store for a chance to: 
‰Û¢ Meet and greet the celebrity riders and special VIP guests
‰Û¢ Meet & greet your favorite YouTube beauty/skincare guru AmandaEnsing
‰Û¢ Receive complimentary mini facials and hand massages
‰Û¢ Enjoy 15% off your Kiehl‰Ûªs purchase in support of amfAR
‰Û¢ Shop our Limited Edition Ultimate Strength Hand Salve and 100% of net profits up to $25,000 will benefit amfAR to help fight HIV/AIDS!

Hosts/Riders include:  
‰Û¢ Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢ Kevin Frost, amfAR CEO
‰Û¢ Amanda Ensing, Beauty/Skincare Guru
‰Û¢ Ben Cohen, Ben Cohen, Activist and former pro rugby player        
‰Û¢ Gilles Marini, Gilles Marini Official, Actor (Teen Wolf; Sex and the City; runner-up of Dancing with the Stars)
‰Û¢ Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢ Luke Wessman, Luke Wessman, Tattoo Artist (Miami Ink, NY Ink)
‰Û¢ Kurt Yaeger, Kurt Yaeger, Actor (NCIS), Professional Athlete
‰Û¢ Scott Patterson, Scott Patterson, Actor (Gilmore Girls, The Event) 
‰Û¢ Teddy Sears, Teddy Sears, Actor (24: Legacy, The Flash, Masters of Sex)
‰Û¢ Milissa Sears, Actor (Masters of Sex)
Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRide7 updates! 

To learn more: http://bit.ly/KiehlsLifeRide7",1,FUNDRAISER

FUNDRAISER,"In celebration of the 7th annual Kiehl‰Ûªs LifeRide for amfAR, we‰Ûªre arriving in Boston for a special event at the Kiehl‰Ûªs store on Newbury Street!

Come by our store for meet & greets with the riders and VIP guests, complimentary skincare treatments, music and small bites from Alden & Harlow and Waypoint Chef/Owner, Michael Scelfo. To continue this spirit of local giving, for the first time ever, Kiehl‰Ûªs will be donating $5,000 to AIDS Action Committee of Massachusetts in an official on-site check presentation.

IN STORE ACTIVITIES -  

Stop by our NYC Flagship store for a chance to: 
‰Û¢	Meet and greet the celebrity riders and special VIP guests
‰Û¢	Meet & greet your favorite YouTube beauty/skincare influencer Amanda Ensing
‰Û¢	Receive complimentary mini facials and hand massages
‰Û¢	Enjoy 15% off your Kiehl‰Ûªs purchase in support of amfAR
‰Û¢	Shop our Limited Edition Ultimate Strength Hand Salve and 100% of net profits up to $25,000 will benefit amfAR to help fight HIV/AIDS!

Hosts/Riders/Special Guests include:  
‰Û¢         Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢         Kevin Frost, amfAR CEO
‰Û¢         Amanda Ensing, Amanda Ensing, Beauty/Skincare Influencer
‰Û¢         Anthony Carrino, Anthony Carrino, TV host (HGTV‰Ûªs America‰Ûªs Most Desperate Kitchens)
‰Û¢         Ben Cohen, Ben Cohen, Activist and former pro rugby player        
‰Û¢        Gilles Marini, Gilles Marini Official, Actor (Teen Wolf; Sex and the City; runner-up of Dancing with the Stars)
‰Û¢         Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢         Luke Wessman, Luke Wessman, Tattoo Artist (Miami Ink, NY Ink)
‰Û¢         Kurt Yaeger, Kurt Yaegerr, Actor (NCIS), Professional Athlete
‰Û¢         Scott Patterson, Scott Patterson, Actor (Gilmore Girls, The Event) 

Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRide7 updates!",1,FUNDRAISER

FUNDRAISER,"In celebration of the 7th annual Kiehl‰Ûªs LifeRide for amfAR, we‰Ûªre arriving in Provincetown for a special event at the Kiehl‰Ûªs store on Commerical Street!

Come by our store for meet & greets with the riders and VIP guests and receive complimentary skincare treatments.

IN STORE ACTIVITIES -  

Stop by our store for a chance to: 
‰Û¢ Meet and greet the celebrity riders and special VIP guests
‰Û¢ Receive complimentary mini facials and hand massages
‰Û¢ Enjoy 15% off your Kiehl‰Ûªs purchase in support of amfAR
‰Û¢ Shop our Limited Edition Ultimate Strength Hand Salve and 100% of net profits up to $25,000 will benefit amfAR to help fight HIV/AIDS!

Hosts/Riders include:  
‰Û¢ Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢ Kevin Frost, amfAR CEO
‰Û¢ Anthony Carrino, Anthony Carrino, TV host (HGTV‰Ûªs America‰Ûªs Most Desperate Kitchens)
‰Û¢ Ben Cohen, Ben Cohen, Activist and former pro rugby player        
‰Û¢ Gilles Marini, Gilles Marini Official, Actor (Teen Wolf; Sex and the City; runner-up of Dancing with the Stars)
‰Û¢ Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢ Luke Wessman, Luke Wessman, Tattoo Artist (Miami Ink, NY Ink)
‰Û¢ Kurt Yaeger , Actor (NCIS), Professional Athlete
‰Û¢ Scott Patterson, Scott Patterson, Actor (Gilmore Girls, The Event) 

Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRide7 updates! 

To learn more: http://bit.ly/KiehlsLifeRide7",1,FUNDRAISER

FUNDRAISER,"In celebration of the 7th annual Kiehl‰Ûªs LifeRide for amfAR, we‰Ûªre arriving in West Hartford for a special event at the Kiehl‰Ûªs store in the West Farms Mall!

Come by our store for meet & greets with the riders and VIP guests, complimentary skincare treatments, music and Enjoy small bites by Hartford‰Ûªs Chef Dino Cialfi of Peppercorn‰Ûªs Grill. 

IN STORE ACTIVITIES -  

Stop by our store for a chance to: 
‰Û¢ Meet and greet the celebrity riders and special VIP guests
‰Û¢ Receive complimentary mini facials and hand massages
‰Û¢ Enjoy 15% off your Kiehl‰Ûªs purchase in support of amfAR
‰Û¢ Shop our Limited Edition Ultimate Strength Hand Salve and 100% of net profits up to $25,000 will benefit amfAR to help fight HIV/AIDS!

Hosts/Riders include:  
‰Û¢ Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢ Kevin Frost, amfAR CEO
‰Û¢ Anthony Carrino, Anthony Carrino, TV host (HGTV‰Ûªs America‰Ûªs Most Desperate Kitchens)
‰Û¢ Ben Cohen, Ben Cohen, Activist and former pro rugby player        
‰Û¢ Gilles Marini, Gilles Marini Official , Actor (Teen Wolf; Sex and the City; runner-up of Dancing with the Stars)
‰Û¢ Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢ Luke Wessman, Luke Wessman, Tattoo Artist (Miami Ink, NY Ink)
‰Û¢ Kurt Yaeger, Actor (NCIS), Professional Athlete
‰Û¢ Scott Patterson, Scott Patterson , Actor (Gilmore Girls, The Event) 

Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRide7 updates! 

To learn more: http://bit.ly/KiehlsLifeRide7",1,FUNDRAISER

FUNDRAISER,"Join us as we kick-off our 7th Annual Kiehl‰Ûªs LifeRide for amfAR! On Wednesday, August 3 at 6 PM, we begin our 11-day motorcycle journey to raise funds and awareness for HIV/AIDS research and we want YOU to be a part of the ride.
 
IN STORE ACTIVITIES -  
 
Stop by our NYC Flagship store for a chance to: 
‰Û¢         Meet and greet the celebrity riders and special VIP guests
‰Û¢         Receive complimentary mini facials and hand massages
‰Û¢         Enjoy 15% off your Kiehl‰Ûªs purchase in support of amfAR
‰Û¢         Shop our Limited Edition Ultimate Strength Hand Salve and 100% of net profits up to $25,000 will benefit amfAR to help fight HIV/AIDS!

Hosts/Riders include:  
‰Û¢         Chris Salgardo, Kiehl‰Ûªs USA President
‰Û¢         Kevin Frost, amfAR CEO
‰Û¢         Alex Newell, Alex Newell, Actor (Glee), Atlantic Records musical artist
‰Û¢         Anthony Carrino, Anthony Carrino, TV host (HGTV‰Ûªs America‰Ûªs Most Desperate Kitchens)
‰Û¢         Ben Cohen, Ben Cohen, Activist and former pro rugby player        
‰Û¢        Gilles Marini, Gilles Marini Official, Actor (Teen Wolf; Sex and the City; runner-up of Dancing with the Stars)
‰Û¢         Grant Reynolds, TV host (Science Channel‰Ûªs What Could Possibly Go Wrong?)
‰Û¢         Ian Bohen, Ian Bohen, Actor (Teen Wolf)
‰Û¢         JR Bourne, Jr Bourne, Actor (Teen Wolf)
‰Û¢         Kurt Yaeger, Kurt Yaeger, Actor (NCIS), Professional Athlete
‰Û¢         Luke Wessman, Luke Wessman, Tattoo Artist (Miami Ink, NY Ink)
‰Û¢         Maryam Maquillage, Maryam Maquillage, Beauty/Skincare Influencer
‰Û¢         Milissa Sears, Actor (Masters of Sex)
‰Û¢         Scott Patterson, Actor (Gilmore Girls, The Event) 
‰Û¢         Teddy Sears, Teddy Sears, Actor (24: Legacy, The Flash, Masters of Sex)
‰Û¢         Theo Rossi, Theo Rossi, Actor (Sons of Anarchy, Luke Cage)

MUSIC BY: The Misshapes

Click ‰Û÷Going‰Ûª to be the first one to know of any #LifeRide7 updates!

To learn more: http://bit.ly/KiehlsLifeRide7",1,FUNDRAISER

SHOPPING,"February 17
6:00 p.m. - 8:00 p.m.
Town Center at Boca Raton 
**closest entrance is near Saks Fifth Ave

Join author and Kiehl's President Chris Salgardo at the grand opening celebration of Kiehl's Since 1851 in Boca Raton as he signs copies of MANMADE: The Essential Skincare & Grooming Reference for Every Man, a unique and absolutely essential grooming reference combines basic tips and techniques for all men, tailored sections focusing on specific men‰Ûªs archetypes, and a quick-reference section addressing men‰Ûªs head-to-toe grooming concerns.

In its continued commitment to give back to the communities in which it does business, Kiehl‰Ûªs pledges to donate 50% of sales at the event up to $5,000 to Florence Fuller Child Development Centers

Enjoy complimentary facial treatments and skincare consultations and refreshments by Raw Juice, Chef Alan Bergman Catering, and Palm Beach Confections.",0,SHOPPING

FUNDRAISER,"Mingle with Us at a One Night Only Event!

Join us for an exclusive wine tasting
with our Company dancers, directors, and board. 
Plus, participate in our fabulous RAFFLE
Join host Pietro Vuli for a magical night! Enjoy great company and delicious food & wine.
Meet and greet with the dancers and board directors beginning at 5:30pm.

Thursday, September 22nd, 2016
5:30pm-9:00pm

at Fino Ristorante 
1 Wall Street Court, New York, NY 10005
$35 in advance || $45 at the door

*Please call (212) 505-0886 for discounted group rate! (for groups of 5 or more)",1,FUNDRAISER

DANCE_EVENT,"PERIDANCE'S FACULTY & STUDENT SHOWCASES
August 27 - 28, 2016
Tickets $24 General Admission  |  $16 with Student ID & Seniors

Presented at the Salvatore Capezio Theater at Peridance, the bi-annual Faculty and Student Showcases demonstrate the artistry and talent of Peridance Capezio Center's faculty and students, within a vast array of choreographic styles. These performances are a major highlight at Peridance and are known for their exciting, diverse, and high-caliber quality.

""With this showcase, Peridance has created a chance to drum up interest in its diverse faculty... I found myself with renewed interest in getting to dance class myself.""
‰ÛÒRachel Rizzuto, Dance Teacher Magazine

Programming:

Saturday, August 27th at 8:00pm
PROGRAM A - Faculty
presenting choreography by...
Katharine Pettit, Vivake Khamsingsavath, Marijke Eliasberg & Jana Hicks, Nick Neagle, Rachel Hettinger, Kenichi Kasamatsu, BAILA Society, Cebo, Kat Wildish, Yuki Hasegawa, Yoshi Amao, Julia Ehrstrand, Bo Park and Robert Bynes

Sunday, August 28th at 4:00pm
PROGRAM B - Faculty & Students
presenting choreography by...
Katharine Pettit, Vivake Khamsingsavath, Marijke Eliasberg & Jana Hicks, Nick Neagle, Rachel Hettinger
Kenichi Kasamatsu, BAILA Society, Luca Renzi, Ayako Takahashi, Raymund Lagdamen, Cesar Brodermann, Dannon O'Brien, Mary Grace McNally and Kanon Sapp

Sunday, August 28th at 7:30pm
PROGRAM C - Faculty & Students
presenting choreography by...
