neighborhood,time of event,event description,art event indicator
Northwest Queens,2016-08-13T12:00:00-0400,"LINEUP

Special Request / XL Recordings / London, UK
Doc Scott / 31 Records + Metalheadz / Coventry, UK
Mumdance b2b Logos / XL Recordings + Different Circles / London, UK
SADAF / Hoss Records / New York, NY
SHYBOI / Discwoman + KUNQ / Brooklyn, NY


MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",0
Northwest Queens,2016-08-06T12:00:00-0400,"LINEUP

Swizzymack / Mad Decent / Philadelphia, PA
Lil Durk / Def Jam Recordings, OTF / Chicago, IL
TT The Artist (LIVE) / Baltimore, MD
DJ Class / Baltimore, MD
DJ Tameil / Brick Bandits + Unruly Records / Newark, NJ
DJ Jayhood / Badink Entertainment / Newark, NJ

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.

Take Lyft to Warm Up with special discounts available for attendees:
$20 off 1 ride for NEW users - CODE: PS1WARMUP
10% off 1 ride for EXISTING users - CODE: PS1WARMUP10",0
Northwest Queens,2016-07-30T12:00:00-0400,"LINEUP

Maya Jane Coles / I/AM/ME / London, UK
Jay Daniel / Wild Oats + Watusi High / Detroit, MI
Joey Anderson / Inimeg + Dekmantel / Jersey City, NJ
Palmbomen II / NON Records + Beats in Space Records + 1080p / Los Angeles, CA
Ohal / Styles Upon Styles / Brooklyn, NY

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.

Take Lyft to Warm Up with special discounts available for attendees:
$20 off 1 ride for NEW users - CODE: PS1WARMUP
10% off 1 ride for EXISTING users - CODE: PS1WARMUP10",0
Northwest Queens,2016-07-23T12:00:00-0400,"LINEUP

Branko / Enchufada + RBMA / Lisbon, Portugal
Kamaiyah (LIVE) / Oakland, CA
Maluca Mala (LIVE) / New York, NY
IMAABS / N.A.A.F.I / Santiago, Chile
Endgame / Bala Club + PTP / London, UK

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",0
Northwest Queens,2016-07-16T12:00:00-0400,"LINEUP

Clams Casino / Columbia + Deviation / New Jersey
DBM (Deadboy + Murlo) / Mixpak + Local Action / London, UK
AJ Tracey (LIVE) / London, UK
Nina Las Vegas / NLV / Sydney, Australia
Eartheater / Hausu Mountain / Queens, NY

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",0
Northwest Queens,2016-07-09T12:00:00-0400,"LINEUP

Brodinski / Bromance / Paris, France
Louisahhh / Bromance / Paris, France
Virgil Abloh / Bromance / Chicago, IL
Remy Banks / World's Fair / Queens, NY
Juliana Huxtable / House of LaDosha / New York, NY
Celestial Trax feat. Roosevelt Rozay Labeija / Rinse + PTP / New York, NY

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",0
Northwest Queens,2016-07-03T16:00:00-0400,"MoMA PS1 presents Rockaway!, a site-specific outdoor installation by artist Katharina Grosse. Reflecting the bold colors of sunset in the Rockaways, Grosse has transformed Fort Tilden's decaying aquatics building into a monumental and sublime artwork using a specialized technique of spraying brightly colored paint directly onto the structure. 

GrosseÛªs installation serves as a final celebration and memorialization of this iconic building, which was rendered structurally unsound by Hurricane Sandy in 2013 and is set to be demolished in late 2016.

DIRECTIONS

On Google Maps, the exact coordinates of the project can be found here: 
40.561615, -73.884314

Driving: 
åá  Take the Belt Parkway to Exit 11S (Flatbush Avenue)
åá  Follow Flatbush Avenue south to the Marine Parkway Bridge
åá  Cross the bridge then go west- towards Fort Tilden, Breezy Point

Fort Tilden Gateway National Recreation Area is across from Riis Landing Ferry Dock. The main entrance to Fort Tilden is on Rockaway Point Boulevard - just past Beach 169th street.


Public Transportation
Subway:
åá  Take the #2 (also #5 at rush hours) to Flatbush Avenue.
åá  Alternate: Take the A or S to Rockaway Park / Beach 116th Street.
Bus:
åá  Take Q35 bus from either stop, or the Q22 from Beach 116th Street.
åá  Connect with the Q35 bus on Flatbush Avenue.
åá  After the bridge, ask driver to let you off at Ft. Tilden
åá  Alternate: Q21 or Q53 to Beach 116th Street, then Q22 or Q35

Lyft has generously provided the below discount codes to help everyone get out to Fort Tilden on July 3rd:
For new users - $20 off first ride code: PS1ROCKAWAY
For existing users - 10% off 1 ride code: PS1ROCKAWAY10",1
Northwest Queens,2016-07-02T12:00:00-0400,"LINEUP

Theo Parrish / Sound Signature / Detroit, MI
DJ STINGRAY / 313 / Detroit, MI
Lena Willikens / CÌ_meme + Salon Des Amateurs / Cologne, Germany
Kiki Kudo / Zero Balance / Tokyo, Japan

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",0
Northwest Queens,2016-06-25T12:00:00-0400,"LINEUP

Skrillex / OWSLA  / Los Angeles, CA 
Cartel Nation / Cartel Nation / Newark, NJ
D.R.A.M. (LIVE) / Island, Atlantic Records / Hampton, VA
DJ Burn One / The Five Points Bakery / Atlanta, GA
Ya Boy Big Choo & Da Crew / GameOva Music / New Orleans, LA

MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",0
Northwest Queens,2016-06-19T12:00:00-0400,"Join us for this free open house event celebrating the 40th Anniversary of MoMA PS1 and the opening of:
 
VITO ACCONCI: WHERE WE ARE NOW (WHO ARE WE ANYWAY?), 1976
On view June 19ÛÒSeptember 18, 2016.

FORTY
On view June 19ÛÒAugust 28, 2016

PAPO COLO
On view through August 28, 2016

MERIEM BENNANI: FLY
On view June 19ÛÒAugust 28, 2016

DENG TAI: SHADOW
On view June 19ÛÒAugust 28, 2016

This event is free and open to the public.  For more information: http://momaps1.org/calendar/view/633/",1
Northwest Queens,2016-06-18T12:00:00-0400,"LINEUP

Danny Krivit / 718 Sessions + Body & Soul / New York, NY
Honey Soundsystem / Honey Soundsystem / San Francisco, CA
MHD (LIVE) / Artside / Paris, France
Nancy Whang / DFA Records / Brooklyn, NY
Kenton Slash Demon / Future Classics / Copenhagen, Denmark
Guiddo / Beats In Space + Luv Shack / Warsaw, Poland + Shenzhen, China


MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJsÛÓboth local and internationalÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from NoonÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",0
Northwest Queens,2016-05-05T18:00:00-0400,"Hear narratives of Ajax, an ancient Greek military hero, and A.J., a modern female American soldier, both undone by the betrayal of a commanding officer. Athena, goddess of war, coolly presides. Inspired by material collected from interviews with Iraq war veterans and their families, Ajax in Iraq explores the timeless struggle soldiers face in trying to make sense of war. 

For more information or to RSVP e-mail vets@lagcc.cuny.edu or call (718) 482-5386",1
Northwest Queens,2016-05-04T12:00:00-0400,"Meet with representatives from the U.S. Dept. of Veterans Affairs, NYS Division of VeteransÛª Affairs, NYC Department of  Veterans Services, NYC Veteran Centers and more.

For more information e-mail vets@lagcc.cuny.edu or call (718) 482-5386",0
Northwest Queens,2016-05-04T09:00:00-0400,"Student Giving Day is on Wednesday, May 4th! Whether you give $1 or $100, all donation amounts can help your fellow students pay for school. 

Donate at giving tables in E, M, C-Lobby, or visit https://15341.thankyou4caring.org/onlinedonations #scholarships #Payitforward #studentsheartstudents

For more info, contact tansmith@lagcc.cuny.edu or 718-482-5994.",1
Northwest Queens,2016-05-03T18:00:00-0400,"Come and hear true stories of women fighting for rights of women veterans, women who have gone to war for our country, and family members supporting our men and women in the
military. 

For more information or to RSVP e-mail vets@lagcc.cuny.edu or call (718) 482-5386",1
Northwest Queens,2016-05-02T12:00:00-0400,"*For military veteran students*

Special Guest NYC Department of Veterans Services Commissioner Loree Sutton, Brigadier General Retired, United States Army

For more information or to RSVP e-mail vets@lagcc.cuny.edu or call (718) 482-5386",1
Northwest Queens,2016-04-18T08:30:00-0400,"Thinking of going to law school? Get a firsthand look at the life of a law student at Youth Law Day. 

LaGuardia students interested in participating must RSVP to Elyse Newman at elnewman@lagcc.cuny.edu.

Activities include a mock law class, panel discussions, and a tour of Fordham Law School. Breakfast and lunch will be provided.

(photo credit: By Howchou (Own work) [CC BY-SA 3.0 (http://creativecommons.org/licenses/by-sa/3.0)], via Wikimedia Commons)",1
Northwest Queens,2016-04-16T20:00:00-0400,"Featuring the New York Premiere of TRACESÛ_
From the intimacy of the duet to powerful driving ensembles, the work of choreographer Carolyn Dorfman creates rich worlds for audiences to enter. Known as a creator of evocative dances that reflect her concern about the human condition, this program features the premiere of TRACES, an exploration of the forces that create and change us--divide and connect us. At its core, it is a work about memory, history, legacy and now and the fragility of our world and its connections.",1
Northwest Queens,2016-03-29T17:30:00-0400,"Learn about our city's beautiful drinking water system, a wonder of nature and engineering! Share that new knowledge with NYC youth and kids! 

LaGuardia Community College, Room C463.

All folks, please share this to build our volunteer base! 

Come get trained to be a Watershed Docent, a volunteer who'll help introduce NYC school kids and other youth to our drinking water supply. This is NOT paddling skills training and you needn't be an expert paddler; this is a night to learn about our drinking water system and the Neversink Reservoir itself. This program will activate HarborLAB's second boat fleet on the Neversink Reservoir in the Catskills. This program is made possible by the NYC Department of Envionmental Protection, the Catskill Watershed Corporation, and HarborLAB volunteers.

Please email harborlab@gmail.com with the subject line ""Neversink Training"" to participate.

(If you received Red Cross certification funded by HarborLAB's sponsors you have a special responsibility to this program. Please make every effort to ensure its success.)",0
Northwest Queens,2014-07-16T18:00:00-0400,"Receive step-by-step instructions to complete the Common Application, including a description of what documents to submit with the application. Special attention will be given to the essay question. You must register to attend this workshop. Room number will be given upon registration.
This session is free, but registration is required. Call 718-482-5966 to register",1
Northwest Queens,2014-04-29T10:00:00-0400,"Help fund scholarships for your fellow students facing financial obstacles to completing their education. Donate on Student Giving Day.Stop by the Student Government Association table from 10:00 a.m. ÛÒ 6:00 p.m. in the E-Atrium, M-Lobby, C-Lobby or text LAGCC to 41444 to make your generous donation. All donation amounts are welcomed.",0
Northwest Queens,2013-11-07T19:30:00-0500,"The Red Hawks basketball team needs your support for their first game of the season. LaGuardians are rallying on 11/7 at 5:30 p.m. (note time change) in the E-bldg. Lobby to head out to the game at BMCC. Free Metrocards for the first 50 students. Spread the word, come out and cheer our team to victory!",0
Northwest Queens,2013-09-18T12:30:00-0400,"LAGCC offers a number of academic, social, cultural clubs and organizations that connect your personal and professional life beyond the classroom. Be a part of our dynamic campus life community. Attend the Student Club Fair on Wed. Sept. 19 from 12:30 ÛÒ 4:00 p.m. in the E-bldg. Atrium. If you are already a member of a club/organization, stop by to network and recruit new members.",1
Northwest Queens,2013-05-09T18:00:00-0400,LAGCC Photography Students Study Abroad,0
Northwest Queens,2016-12-30T20:00:00-0500,join us this friday for ufc 207 nunes vs rousey,0
Northwest Queens,2016-11-05T20:00:00-0400,"Saturday nov 9th
Sugardaddy's Presents
Pacquiao vs. Vargas Live!

Watch it here on any of our 15 LED flatscreens.
Complimentary Valet Û¢ Full Kitchen Û¢ ATM on Premise
vip skybox still available, boook you table and/orvip party ASAP!
$20 Advanced Tickets stop in any time  or Call 718-706-9600",1
Northwest Queens,2016-05-07T20:00:00-0400,"Saturday May 7th - Sugardaddys PPV Events

Canelo Vs. Khan LIVE!!

Over 50 exotic dancers
Complimentary Valet Parking
Full Kitchen 
ATM On premises
Clean, Safe & Fun Environment

Call today to reserve your table or private skybox 718-706-9600

twitter/instagram @sugardaddysnyc",1
Northwest Queens,2016-04-23T22:00:00-0400,"UFC 197 - Jones vs. Saint-Preux Saturday April 23rd

UFC Lives here at Sugardaddys

Book your VIP Party and/or table now!

$10 for Advanced tickets. 
Complimentary Valet Û¢ Full Kitchen Û¢ ATM on Premises",1
Northwest Queens,2016-04-09T20:00:00-0400,"Saturday April 9th
Sugardaddy's Presents
Pacquiao vs. Bradley 3 Live!

Watch it here on any of our 15 LED flatscreens.
Complimentary Valet Û¢ Full Kitchen Û¢ ATM on Premise

$10 Advanced Tickets - Call 718-706-9600",1
Northwest Queens,2016-11-19T14:00:00-0500,"Join us for a tour of the Bronx Kill Salt Marsh to view wildlife up close, learn about the ecological importance of wetlands, and explore the waterfront adjacent to the Harlem and East Rivers. 

This is a FREE event!
Meeting Location: Bronx Kill Salt Marsh
Map: https://www.google.com/maps/d/u/0/viewer?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",1
Northwest Queens,2016-11-19T10:00:00-0500,"Join us for a tour of the Bronx Kill Salt Marsh to view wildlife up close, learn about the ecological importance of wetlands, and explore the waterfront adjacent to the Harlem and East Rivers. 

This is a FREE event!
Meeting Location: Bronx Kill Salt Marsh
Map: https://www.google.com/maps/d/u/0/viewer?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",1
Northwest Queens,2016-11-19T09:00:00-0500,"The American Heart Association recommends that adults get 150 minutes or more of moderate-intensity physical activity each week. Come walk Randall's Island, get a free pedometer and map, and make exploring and enjoying our pathways a part of meeting that goal! 

Meeting Location: Base of the 103rd St. Bridge
https://www.google.com/maps/d/u/0/edit?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-11-12T14:00:00-0500,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-11-12T10:00:00-0500,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-11-10T11:00:00-0500,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-11-05T14:00:00-0400,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-11-05T10:00:00-0400,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-11-03T11:00:00-0400,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-10-29T14:00:00-0400,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
